Store,Item,Allocation
87,Glue,0
87,Keyboard,3
87,King Crab,0
87,Milk,0
87,Mouse,3
87,Nails,0
87,Noodles,0
87,Paint,0
87,Phone Charger,6
87,Power Cord,0
87,Shrimp,3
87,Steak,3
87,Tape,0
88,Bracket,0
88,Brush,0
88,Cereal,0
88,Ear Buds,0
88,Eggs,0
88,Glue,0
88,Keyboard,0
88,King Crab,0
88,Milk,0
88,Mouse,0
88,Nails,0
88,Noodles,0
88,Paint,0
88,Phone Charger,0
88,Power Cord,0
88,Shrimp,6
88,Steak,3
88,Tape,0
89,Bracket,0
89,Brush,0
89,Cereal,0
89,Ear Buds,3
89,Eggs,0
89,Glue,0
89,Keyboard,0
89,King Crab,0
89,Milk,3
89,Mouse,0
89,Nails,0
89,Noodles,0
89,Paint,0
89,Phone Charger,0
89,Power Cord,0
89,Shrimp,0
89,Steak,3
89,Tape,0
90,Bracket,3
90,Brush,9
90,Cereal,0
90,Ear Buds,0
90,Eggs,0
90,Glue,0
90,Keyboard,0
90,King Crab,0
90,Milk,0
90,Mouse,0
90,Nails,0
90,Noodles,3
90,Paint,0
90,Phone Charger,0
90,Power Cord,0
90,Shrimp,3
90,Steak,6
90,Tape,0
91,Bracket,0
91,Brush,0
91,Cereal,0
91,Ear Buds,3
91,Eggs,0
91,Glue,0
91,Keyboard,0
91,King Crab,0
91,Milk,0
91,Mouse,0
91,Nails,0
91,Noodles,3
91,Paint,0
91,Phone Charger,0
91,Power Cord,0
91,Shrimp,6
91,Steak,0
91,Tape,0
92,Bracket,0
92,Brush,3
92,Cereal,0
92,Ear Buds,6
92,Eggs,0
92,Glue,0
92,Keyboard,0
92,King Crab,0
92,Milk,0
92,Mouse,0
92,Nails,0
92,Noodles,0
92,Paint,0
92,Phone Charger,3
92,Power Cord,0
92,Shrimp,0
92,Steak,3
92,Tape,0
93,Bracket,9
93,Brush,3
93,Cereal,9
93,Ear Buds,15
93,Eggs,0
93,Glue,0
93,Keyboard,6
93,King Crab,0
93,Milk,0
93,Mouse,6
93,Nails,0
93,Noodles,0
93,Paint,0
93,Phone Charger,3
93,Power Cord,3
93,Shrimp,3
93,Steak,3
93,Tape,0
94,Bracket,0
94,Brush,0
94,Cereal,0
94,Ear Buds,0
94,Eggs,0
94,Glue,0
94,Keyboard,3
94,King Crab,0
94,Milk,0
94,Mouse,6
94,Nails,0
94,Noodles,0
94,Paint,0
94,Phone Charger,6
94,Power Cord,0
94,Shrimp,0
94,Steak,0
94,Tape,0
95,Bracket,0
95,Brush,12
95,Cereal,0
95,Ear Buds,0
95,Eggs,0
95,Glue,0
95,Keyboard,0
95,King Crab,3
95,Milk,0
95,Mouse,3
95,Nails,3
95,Noodles,3
95,Paint,0
95,Phone Charger,0
95,Power Cord,0
95,Shrimp,6
95,Steak,0
95,Tape,3
96,Bracket,3
96,Brush,3
96,Cereal,0
96,Ear Buds,0
96,Eggs,3
96,Glue,0
96,Keyboard,0
96,King Crab,0
96,Milk,3
96,Mouse,0
96,Nails,3
96,Noodles,0
96,Paint,0
96,Phone Charger,0
96,Power Cord,0
96,Shrimp,0
96,Steak,0
96,Tape,0
97,Bracket,0
97,Brush,0
97,Cereal,0
97,Ear Buds,0
97,Eggs,3
97,Glue,0
97,Keyboard,0
97,King Crab,0
97,Milk,0
97,Mouse,0
97,Nails,0
97,Noodles,0
97,Paint,0
97,Phone Charger,0
97,Power Cord,0
97,Shrimp,0
97,Steak,0
97,Tape,0
98,Bracket,0
98,Brush,0
98,Cereal,3
98,Ear Buds,3
98,Eggs,0
98,Glue,0
98,Keyboard,3
98,King Crab,0
98,Milk,0
98,Mouse,3
98,Nails,3
98,Noodles,0
98,Paint,0
98,Phone Charger,0
98,Power Cord,0
98,Shrimp,0
98,Steak,3
98,Tape,0
99,Bracket,12
99,Brush,0
99,Cereal,0
99,Ear Buds,0
99,Eggs,3
99,Glue,0
99,Keyboard,0
99,King Crab,0
99,Milk,0
99,Mouse,0
99,Nails,3
99,Noodles,0
99,Paint,0
99,Phone Charger,0
99,Power Cord,0
99,Shrimp,0
99,Steak,3
99,Tape,0
100,Bracket,3
100,Brush,6
100,Cereal,0
100,Ear Buds,3
100,Eggs,0
100,Glue,0
100,Keyboard,0
100,King Crab,0
100,Milk,0
100,Mouse,0
100,Nails,0
100,Noodles,0
100,Paint,0
100,Phone Charger,0
100,Power Cord,0
100,Shrimp,0
100,Steak,0
100,Tape,0
101,Bracket,0
101,Brush,0
101,Cereal,0
101,Ear Buds,3
101,Eggs,0
101,Glue,0
101,Keyboard,6
101,King Crab,3
101,Milk,0
101,Mouse,3
101,Nails,0
101,Noodles,3
101,Paint,0
101,Phone Charger,0
101,Power Cord,0
101,Shrimp,0
101,Steak,0
101,Tape,0
102,Bracket,0
102,Brush,0
102,Cereal,0
102,Ear Buds,3
102,Eggs,0
102,Glue,0
102,Keyboard,3
102,King Crab,0
102,Milk,0
102,Mouse,0
102,Nails,0
102,Noodles,0
102,Paint,0
102,Phone Charger,0
102,Power Cord,0
102,Shrimp,0
102,Steak,0
102,Tape,0
103,Bracket,0
103,Brush,0
103,Cereal,0
103,Ear Buds,18
103,Eggs,3
103,Glue,0
103,Keyboard,6
103,King Crab,0
103,Milk,0
103,Mouse,0
103,Nails,0
103,Noodles,0
103,Paint,0
103,Phone Charger,15
103,Power Cord,0
103,Shrimp,9
103,Steak,0
103,Tape,0
104,Bracket,0
104,Brush,0
104,Cereal,0
104,Ear Buds,0
104,Eggs,0
104,Glue,3
104,Keyboard,0
104,King Crab,3
104,Milk,0
104,Mouse,0
104,Nails,0
104,Noodles,0
104,Paint,0
104,Phone Charger,0
104,Power Cord,0
104,Shrimp,0
104,Steak,0
104,Tape,0
105,Bracket,3
105,Brush,0
105,Cereal,0
105,Ear Buds,3
105,Eggs,0
105,Glue,0
105,Keyboard,0
105,King Crab,0
105,Milk,0
105,Mouse,0
105,Nails,0
105,Noodles,3
105,Paint,0
105,Phone Charger,3
105,Power Cord,0
105,Shrimp,3
105,Steak,0
105,Tape,0
106,Bracket,0
106,Brush,0
106,Cereal,0
106,Ear Buds,0
106,Eggs,0
106,Glue,0
106,Keyboard,0
106,King Crab,0
106,Milk,0
106,Mouse,0
106,Nails,0
106,Noodles,3
106,Paint,0
106,Phone Charger,0
106,Power Cord,0
106,Shrimp,0
106,Steak,0
106,Tape,0
107,Bracket,0
107,Brush,0
107,Cereal,0
107,Ear Buds,0
107,Eggs,0
107,Glue,0
107,Keyboard,0
107,King Crab,0
107,Milk,0
107,Mouse,0
107,Nails,0
107,Noodles,0
107,Paint,0
107,Phone Charger,0
107,Power Cord,0
107,Shrimp,0
107,Steak,0
107,Tape,0
108,Bracket,0
108,Brush,0
108,Cereal,0
108,Ear Buds,3
108,Eggs,0
108,Glue,0
108,Keyboard,0
108,King Crab,0
108,Milk,0
108,Mouse,0
108,Nails,0
108,Noodles,3
108,Paint,0
108,Phone Charger,0
108,Power Cord,0
108,Shrimp,3
108,Steak,0
108,Tape,3
109,Bracket,3
109,Brush,0
109,Cereal,0
109,Ear Buds,0
109,Eggs,0
109,Glue,0
109,Keyboard,0
109,King Crab,0
109,Milk,0
109,Mouse,0
109,Nails,0
109,Noodles,0
109,Paint,0
109,Phone Charger,0
109,Power Cord,0
109,Shrimp,0
109,Steak,3
109,Tape,0
110,Bracket,0
110,Brush,0
110,Cereal,0
110,Ear Buds,3
110,Eggs,0
110,Glue,3
110,Keyboard,0
110,King Crab,0
110,Milk,0
110,Mouse,0
110,Nails,0
110,Noodles,0
110,Paint,0
110,Phone Charger,3
110,Power Cord,0
110,Shrimp,0
110,Steak,0
110,Tape,3
111,Bracket,3
111,Brush,0
111,Cereal,0
111,Ear Buds,3
111,Eggs,0
111,Glue,3
111,Keyboard,3
111,King Crab,0
111,Milk,3
111,Mouse,0
111,Nails,0
111,Noodles,12
111,Paint,0
111,Phone Charger,6
111,Power Cord,0
111,Shrimp,3
111,Steak,3
111,Tape,0
112,Bracket,0
112,Brush,0
112,Cereal,0
112,Ear Buds,0
112,Eggs,0
112,Glue,0
112,Keyboard,0
112,King Crab,0
112,Milk,0
112,Mouse,0
112,Nails,0
112,Noodles,0
112,Paint,0
112,Phone Charger,0
112,Power Cord,0
112,Shrimp,0
112,Steak,0
112,Tape,0
113,Bracket,0
113,Brush,3
113,Cereal,0
113,Ear Buds,0
113,Eggs,0
113,Glue,0
113,Keyboard,0
113,King Crab,0
113,Milk,0
113,Mouse,0
113,Nails,0
113,Noodles,3
113,Paint,0
113,Phone Charger,0
113,Power Cord,0
113,Shrimp,0
113,Steak,0
113,Tape,0
114,Bracket,0
114,Brush,0
114,Cereal,0
114,Ear Buds,0
114,Eggs,0
114,Glue,0
114,Keyboard,0
114,King Crab,0
114,Milk,0
114,Mouse,0
114,Nails,0
114,Noodles,0
114,Paint,0
114,Phone Charger,0
114,Power Cord,0
114,Shrimp,0
114,Steak,0
114,Tape,0
115,Bracket,0
115,Brush,0
115,Cereal,0
115,Ear Buds,0
115,Eggs,0
115,Glue,0
115,Keyboard,0
115,King Crab,0
115,Milk,0
115,Mouse,0
115,Nails,0
115,Noodles,0
115,Paint,0
115,Phone Charger,0
115,Power Cord,0
115,Shrimp,0
115,Steak,0
115,Tape,0
116,Bracket,0
116,Brush,3
116,Cereal,0
116,Ear Buds,3
116,Eggs,0
116,Glue,0
116,Keyboard,0
116,King Crab,0
116,Milk,0
116,Mouse,0
116,Nails,0
116,Noodles,0
116,Paint,0
116,Phone Charger,0
116,Power Cord,0
116,Shrimp,0
116,Steak,0
116,Tape,0
117,Bracket,0
117,Brush,0
117,Cereal,0
117,Ear Buds,6
117,Eggs,0
117,Glue,0
117,Keyboard,0
117,King Crab,0
117,Milk,0
117,Mouse,0
117,Nails,0
117,Noodles,3
117,Paint,0
117,Phone Charger,0
117,Power Cord,0
117,Shrimp,0
117,Steak,0
117,Tape,0
118,Bracket,0
118,Brush,0
118,Cereal,0
118,Ear Buds,0
118,Eggs,0
118,Glue,0
118,Keyboard,0
118,King Crab,0
118,Milk,0
118,Mouse,0
118,Nails,0
118,Noodles,0
118,Paint,0
118,Phone Charger,0
118,Power Cord,0
118,Shrimp,0
118,Steak,0
118,Tape,0
119,Bracket,3
119,Brush,0
119,Cereal,0
119,Ear Buds,0
119,Eggs,0
119,Glue,3
119,Keyboard,3
119,King Crab,3
119,Milk,0
119,Mouse,6
119,Nails,0
119,Noodles,0
119,Paint,0
119,Phone Charger,12
119,Power Cord,0
119,Shrimp,6
119,Steak,3
119,Tape,0
120,Bracket,0
120,Brush,0
120,Cereal,0
120,Ear Buds,0
120,Eggs,0
120,Glue,0
120,Keyboard,3
120,King Crab,0
120,Milk,0
120,Mouse,0
120,Nails,0
120,Noodles,3
120,Paint,0
120,Phone Charger,0
120,Power Cord,0
120,Shrimp,0
120,Steak,6
120,Tape,0
121,Bracket,3
121,Brush,0
121,Cereal,0
121,Ear Buds,0
121,Eggs,0
121,Glue,0
121,Keyboard,0
121,King Crab,0
121,Milk,0
121,Mouse,3
121,Nails,0
121,Noodles,0
121,Paint,0
121,Phone Charger,3
121,Power Cord,0
121,Shrimp,0
121,Steak,0
121,Tape,0
122,Bracket,0
122,Brush,0
122,Cereal,0
122,Ear Buds,0
122,Eggs,0
122,Glue,0
122,Keyboard,0
122,King Crab,0
122,Milk,3
122,Mouse,9
122,Nails,0
122,Noodles,12
122,Paint,0
122,Phone Charger,0
122,Power Cord,0
122,Shrimp,3
122,Steak,0
122,Tape,0
123,Bracket,0
123,Brush,0
123,Cereal,0
123,Ear Buds,0
123,Eggs,0
123,Glue,0
123,Keyboard,3
123,King Crab,0
123,Milk,0
123,Mouse,0
123,Nails,0
123,Noodles,0
123,Paint,0
123,Phone Charger,0
123,Power Cord,0
123,Shrimp,0
123,Steak,0
123,Tape,0
124,Bracket,3
124,Brush,0
124,Cereal,0
124,Ear Buds,0
124,Eggs,0
124,Glue,0
124,Keyboard,3
124,King Crab,0
124,Milk,0
124,Mouse,0
124,Nails,0
124,Noodles,0
124,Paint,0
124,Phone Charger,0
124,Power Cord,0
124,Shrimp,0
124,Steak,0
124,Tape,0
125,Bracket,0
125,Brush,0
125,Cereal,0
125,Ear Buds,0
125,Eggs,0
125,Glue,0
125,Keyboard,0
125,King Crab,0
125,Milk,0
125,Mouse,0
125,Nails,0
125,Noodles,0
125,Paint,0
125,Phone Charger,0
125,Power Cord,0
125,Shrimp,3
125,Steak,0
125,Tape,0
126,Bracket,0
126,Brush,0
126,Cereal,0
126,Ear Buds,0
126,Eggs,0
126,Glue,0
126,Keyboard,0
126,King Crab,0
126,Milk,0
126,Mouse,0
126,Nails,0
126,Noodles,0
126,Paint,0
126,Phone Charger,0
126,Power Cord,0
126,Shrimp,0
126,Steak,0
126,Tape,0
127,Bracket,0
127,Brush,0
127,Cereal,0
127,Ear Buds,0
127,Eggs,0
127,Glue,0
127,Keyboard,3
127,King Crab,0
127,Milk,0
127,Mouse,3
127,Nails,0
127,Noodles,0
127,Paint,0
127,Phone Charger,0
127,Power Cord,0
127,Shrimp,0
127,Steak,3
127,Tape,0
128,Bracket,0
128,Brush,0
128,Cereal,0
128,Ear Buds,0
128,Eggs,0
128,Glue,0
128,Keyboard,3
128,King Crab,0
128,Milk,0
128,Mouse,0
128,Nails,0
128,Noodles,3
128,Paint,0
128,Phone Charger,0
128,Power Cord,0
128,Shrimp,0
128,Steak,6
128,Tape,0
129,Bracket,0
129,Brush,0
129,Cereal,0
129,Ear Buds,0
129,Eggs,0
129,Glue,0
129,Keyboard,3
129,King Crab,0
129,Milk,0
129,Mouse,0
129,Nails,0
129,Noodles,0
129,Paint,0
129,Phone Charger,0
129,Power Cord,0
129,Shrimp,0
129,Steak,0
129,Tape,0
130,Bracket,0
130,Brush,0
130,Cereal,0
130,Ear Buds,0
130,Eggs,3
130,Glue,0
130,Keyboard,0
130,King Crab,0
130,Milk,0
130,Mouse,3
130,Nails,0
130,Noodles,0
130,Paint,0
130,Phone Charger,0
130,Power Cord,0
130,Shrimp,0
130,Steak,3
130,Tape,0
131,Bracket,0
131,Brush,0
131,Cereal,0
131,Ear Buds,0
131,Eggs,0
131,Glue,0
131,Keyboard,0
131,King Crab,0
131,Milk,0
131,Mouse,0
131,Nails,0
131,Noodles,0
131,Paint,0
131,Phone Charger,0
131,Power Cord,0
131,Shrimp,0
131,Steak,0
131,Tape,0
132,Bracket,0
132,Brush,0
132,Cereal,0
132,Ear Buds,0
132,Eggs,0
132,Glue,0
132,Keyboard,0
132,King Crab,0
132,Milk,0
132,Mouse,0
132,Nails,0
132,Noodles,0
132,Paint,0
132,Phone Charger,0
132,Power Cord,0
132,Shrimp,0
132,Steak,0
132,Tape,0
133,Bracket,0
133,Brush,0
133,Cereal,0
133,Ear Buds,0
133,Eggs,0
133,Glue,0
133,Keyboard,0
133,King Crab,0
133,Milk,0
133,Mouse,0
133,Nails,0
133,Noodles,0
133,Paint,0
133,Phone Charger,0
133,Power Cord,0
133,Shrimp,0
133,Steak,0
133,Tape,0
134,Bracket,0
134,Brush,0
134,Cereal,0
134,Ear Buds,3
134,Eggs,0
134,Glue,0
134,Keyboard,3
134,King Crab,0
134,Milk,0
134,Mouse,3
134,Nails,0
134,Noodles,3
134,Paint,0
134,Phone Charger,3
134,Power Cord,0
134,Shrimp,0
134,Steak,0
134,Tape,0
135,Bracket,0
135,Brush,0
135,Cereal,0
135,Ear Buds,0
135,Eggs,0
135,Glue,0
135,Keyboard,3
135,King Crab,0
135,Milk,0
135,Mouse,0
135,Nails,0
135,Noodles,0
135,Paint,0
135,Phone Charger,0
135,Power Cord,0
135,Shrimp,3
135,Steak,0
135,Tape,0
136,Bracket,6
136,Brush,0
136,Cereal,0
136,Ear Buds,0
136,Eggs,0
136,Glue,0
136,Keyboard,0
136,King Crab,0
136,Milk,0
136,Mouse,0
136,Nails,0
136,Noodles,0
136,Paint,0
136,Phone Charger,0
136,Power Cord,0
136,Shrimp,0
136,Steak,0
136,Tape,0
137,Bracket,0
137,Brush,0
137,Cereal,0
137,Ear Buds,0
137,Eggs,0
137,Glue,0
137,Keyboard,0
137,King Crab,0
137,Milk,0
137,Mouse,0
137,Nails,0
137,Noodles,0
137,Paint,0
137,Phone Charger,0
137,Power Cord,3
137,Shrimp,3
137,Steak,0
137,Tape,0
138,Bracket,0
138,Brush,0
138,Cereal,0
138,Ear Buds,0
138,Eggs,0
138,Glue,0
138,Keyboard,0
138,King Crab,0
138,Milk,0
138,Mouse,0
138,Nails,0
138,Noodles,0
138,Paint,0
138,Phone Charger,0
138,Power Cord,0
138,Shrimp,0
138,Steak,0
138,Tape,0
139,Bracket,0
139,Brush,0
139,Cereal,3
139,Ear Buds,0
139,Eggs,3
139,Glue,0
139,Keyboard,0
139,King Crab,0
139,Milk,0
139,Mouse,0
139,Nails,0
139,Noodles,0
139,Paint,0
139,Phone Charger,0
139,Power Cord,0
139,Shrimp,6
139,Steak,3
139,Tape,0
140,Bracket,0
140,Brush,0
140,Cereal,0
140,Ear Buds,0
140,Eggs,0
140,Glue,0
140,Keyboard,0
140,King Crab,0
140,Milk,0
140,Mouse,0
140,Nails,0
140,Noodles,0
140,Paint,0
140,Phone Charger,0
140,Power Cord,0
140,Shrimp,0
140,Steak,0
140,Tape,0
141,Bracket,0
141,Brush,0
141,Cereal,0
141,Ear Buds,0
141,Eggs,0
141,Glue,0
141,Keyboard,0
141,King Crab,0
141,Milk,0
141,Mouse,0
141,Nails,0
141,Noodles,0
141,Paint,0
141,Phone Charger,0
141,Power Cord,0
141,Shrimp,0
141,Steak,0
141,Tape,0
142,Bracket,0
142,Brush,0
142,Cereal,3
142,Ear Buds,0
142,Eggs,0
142,Glue,0
142,Keyboard,0
142,King Crab,0
142,Milk,0
142,Mouse,0
142,Nails,0
142,Noodles,3
142,Paint,0
142,Phone Charger,0
142,Power Cord,0
142,Shrimp,0
142,Steak,0
142,Tape,0
143,Bracket,0
143,Brush,3
143,Cereal,0
143,Ear Buds,0
143,Eggs,0
143,Glue,0
143,Keyboard,0
143,King Crab,0
143,Milk,0
143,Mouse,0
143,Nails,0
143,Noodles,0
143,Paint,0
143,Phone Charger,0
143,Power Cord,0
143,Shrimp,0
143,Steak,0
143,Tape,0
144,Bracket,0
144,Brush,0
144,Cereal,0
144,Ear Buds,9
144,Eggs,0
144,Glue,0
144,Keyboard,0
144,King Crab,0
144,Milk,0
144,Mouse,0
144,Nails,0
144,Noodles,6
144,Paint,0
144,Phone Charger,9
144,Power Cord,0
144,Shrimp,0
144,Steak,0
144,Tape,0
145,Bracket,0
145,Brush,0
145,Cereal,3
145,Ear Buds,0
145,Eggs,0
145,Glue,0
145,Keyboard,3
145,King Crab,0
145,Milk,0
145,Mouse,3
145,Nails,0
145,Noodles,9
145,Paint,0
145,Phone Charger,6
145,Power Cord,0
145,Shrimp,0
145,Steak,3
145,Tape,0
146,Bracket,0
146,Brush,0
146,Cereal,0
146,Ear Buds,0
146,Eggs,0
146,Glue,0
146,Keyboard,0
146,King Crab,0
146,Milk,3
146,Mouse,0
146,Nails,0
146,Noodles,0
146,Paint,0
146,Phone Charger,0
146,Power Cord,0
146,Shrimp,0
146,Steak,3
146,Tape,0
147,Bracket,0
147,Brush,0
147,Cereal,0
147,Ear Buds,0
147,Eggs,0
147,Glue,0
147,Keyboard,0
147,King Crab,0
147,Milk,0
147,Mouse,0
147,Nails,0
147,Noodles,0
147,Paint,0
147,Phone Charger,0
147,Power Cord,0
147,Shrimp,0
147,Steak,0
147,Tape,0
148,Bracket,0
148,Brush,0
148,Cereal,0
148,Ear Buds,3
148,Eggs,9
148,Glue,0
148,Keyboard,0
148,King Crab,0
148,Milk,0
148,Mouse,3
148,Nails,0
148,Noodles,0
148,Paint,0
148,Phone Charger,0
148,Power Cord,3
148,Shrimp,0
148,Steak,0
148,Tape,0
149,Bracket,0
149,Brush,0
149,Cereal,0
149,Ear Buds,0
149,Eggs,0
149,Glue,0
149,Keyboard,0
149,King Crab,0
149,Milk,0
149,Mouse,0
149,Nails,0
149,Noodles,3
149,Paint,0
149,Phone Charger,0
149,Power Cord,0
149,Shrimp,0
149,Steak,3
149,Tape,0
150,Bracket,0
150,Brush,0
150,Cereal,0
150,Ear Buds,0
150,Eggs,0
150,Glue,0
150,Keyboard,3
150,King Crab,0
150,Milk,0
150,Mouse,0
150,Nails,0
150,Noodles,0
150,Paint,0
150,Phone Charger,0
150,Power Cord,0
150,Shrimp,0
150,Steak,0
150,Tape,0
151,Bracket,0
151,Brush,0
151,Cereal,0
151,Ear Buds,0
151,Eggs,0
151,Glue,0
151,Keyboard,0
151,King Crab,0
151,Milk,0
151,Mouse,3
151,Nails,0
151,Noodles,3
151,Paint,0
151,Phone Charger,0
151,Power Cord,0
151,Shrimp,3
151,Steak,0
151,Tape,0
152,Bracket,0
152,Brush,0
152,Cereal,3
152,Ear Buds,0
152,Eggs,0
152,Glue,0
152,Keyboard,3
152,King Crab,0
152,Milk,0
152,Mouse,0
152,Nails,0
152,Noodles,3
152,Paint,0
152,Phone Charger,0
152,Power Cord,0
152,Shrimp,0
152,Steak,0
152,Tape,0
153,Bracket,0
153,Brush,0
153,Cereal,0
153,Ear Buds,0
153,Eggs,0
153,Glue,0
153,Keyboard,0
153,King Crab,0
153,Milk,0
153,Mouse,0
153,Nails,0
153,Noodles,0
153,Paint,0
153,Phone Charger,0
153,Power Cord,0
153,Shrimp,0
153,Steak,0
153,Tape,0
154,Bracket,3
154,Brush,0
154,Cereal,0
154,Ear Buds,3
154,Eggs,0
154,Glue,0
154,Keyboard,0
154,King Crab,0
154,Milk,0
154,Mouse,0
154,Nails,0
154,Noodles,0
154,Paint,0
154,Phone Charger,0
154,Power Cord,0
154,Shrimp,0
154,Steak,0
154,Tape,0
155,Bracket,0
155,Brush,0
155,Cereal,0
155,Ear Buds,0
155,Eggs,0
155,Glue,0
155,Keyboard,0
155,King Crab,0
155,Milk,0
155,Mouse,0
155,Nails,0
155,Noodles,0
155,Paint,0
155,Phone Charger,0
155,Power Cord,0
155,Shrimp,6
155,Steak,0
155,Tape,0
156,Bracket,0
156,Brush,0
156,Cereal,0
156,Ear Buds,0
156,Eggs,0
156,Glue,0
156,Keyboard,0
156,King Crab,0
156,Milk,0
156,Mouse,0
156,Nails,0
156,Noodles,0
156,Paint,0
156,Phone Charger,0
156,Power Cord,0
156,Shrimp,0
156,Steak,0
156,Tape,0
157,Bracket,0
157,Brush,0
157,Cereal,0
157,Ear Buds,9
157,Eggs,0
157,Glue,0
157,Keyboard,0
157,King Crab,0
157,Milk,0
157,Mouse,3
157,Nails,0
157,Noodles,3
157,Paint,0
157,Phone Charger,0
157,Power Cord,0
157,Shrimp,0
157,Steak,0
157,Tape,0
158,Bracket,0
158,Brush,0
158,Cereal,0
158,Ear Buds,0
158,Eggs,0
158,Glue,0
158,Keyboard,0
158,King Crab,0
158,Milk,0
158,Mouse,0
158,Nails,0
158,Noodles,0
158,Paint,0
158,Phone Charger,3
158,Power Cord,0
158,Shrimp,0
158,Steak,3
158,Tape,0
159,Bracket,0
159,Brush,0
159,Cereal,0
159,Ear Buds,0
159,Eggs,0
159,Glue,0
159,Keyboard,0
159,King Crab,0
159,Milk,0
159,Mouse,0
159,Nails,0
159,Noodles,0
159,Paint,0
159,Phone Charger,0
159,Power Cord,0
159,Shrimp,0
159,Steak,0
159,Tape,3
160,Bracket,0
160,Brush,0
160,Cereal,0
160,Ear Buds,3
160,Eggs,0
160,Glue,0
160,Keyboard,0
160,King Crab,3
160,Milk,0
160,Mouse,0
160,Nails,0
160,Noodles,3
160,Paint,0
160,Phone Charger,0
160,Power Cord,0
160,Shrimp,0
160,Steak,0
160,Tape,0
161,Bracket,0
161,Brush,0
161,Cereal,0
161,Ear Buds,0
161,Eggs,0
161,Glue,0
161,Keyboard,0
161,King Crab,0
161,Milk,0
161,Mouse,0
161,Nails,0
161,Noodles,3
161,Paint,0
161,Phone Charger,0
161,Power Cord,0
161,Shrimp,0
161,Steak,0
161,Tape,0
162,Bracket,0
162,Brush,3
162,Cereal,0
162,Ear Buds,0
162,Eggs,0
162,Glue,0
162,Keyboard,3
162,King Crab,3
162,Milk,0
162,Mouse,0
162,Nails,0
162,Noodles,0
162,Paint,3
162,Phone Charger,0
162,Power Cord,0
162,Shrimp,3
162,Steak,6
162,Tape,3
163,Bracket,0
163,Brush,0
163,Cereal,0
163,Ear Buds,0
163,Eggs,0
163,Glue,0
163,Keyboard,0
163,King Crab,0
163,Milk,0
163,Mouse,0
163,Nails,0
163,Noodles,3
163,Paint,6
163,Phone Charger,3
163,Power Cord,0
163,Shrimp,0
163,Steak,0
163,Tape,0
164,Bracket,0
164,Brush,0
164,Cereal,0
164,Ear Buds,0
164,Eggs,0
164,Glue,0
164,Keyboard,0
164,King Crab,0
164,Milk,0
164,Mouse,0
164,Nails,0
164,Noodles,0
164,Paint,0
164,Phone Charger,0
164,Power Cord,0
164,Shrimp,0
164,Steak,3
164,Tape,0
165,Bracket,0
165,Brush,0
165,Cereal,0
165,Ear Buds,0
165,Eggs,0
165,Glue,0
165,Keyboard,0
165,King Crab,0
165,Milk,0
165,Mouse,0
165,Nails,0
165,Noodles,0
165,Paint,0
165,Phone Charger,0
165,Power Cord,0
165,Shrimp,0
165,Steak,0
165,Tape,0
166,Bracket,0
166,Brush,0
166,Cereal,3
166,Ear Buds,6
166,Eggs,0
166,Glue,0
166,Keyboard,0
166,King Crab,3
166,Milk,0
166,Mouse,0
166,Nails,0
166,Noodles,3
166,Paint,0
166,Phone Charger,3
166,Power Cord,0
166,Shrimp,9
166,Steak,0
166,Tape,0
167,Bracket,0
167,Brush,0
167,Cereal,0
167,Ear Buds,0
167,Eggs,0
167,Glue,0
167,Keyboard,0
167,King Crab,0
167,Milk,0
167,Mouse,0
167,Nails,0
167,Noodles,3
167,Paint,0
167,Phone Charger,0
167,Power Cord,0
167,Shrimp,0
167,Steak,0
167,Tape,0
168,Bracket,3
168,Brush,0
168,Cereal,0
168,Ear Buds,0
168,Eggs,0
168,Glue,0
168,Keyboard,0
168,King Crab,0
168,Milk,0
168,Mouse,3
168,Nails,0
168,Noodles,0
168,Paint,12
168,Phone Charger,3
168,Power Cord,0
168,Shrimp,0
168,Steak,0
168,Tape,3
169,Bracket,0
169,Brush,0
169,Cereal,0
169,Ear Buds,0
169,Eggs,3
169,Glue,0
169,Keyboard,3
169,King Crab,0
169,Milk,0
169,Mouse,0
169,Nails,0
169,Noodles,0
169,Paint,0
169,Phone Charger,0
169,Power Cord,0
169,Shrimp,3
169,Steak,0
169,Tape,0
170,Bracket,0
170,Brush,0
170,Cereal,0
170,Ear Buds,0
170,Eggs,0
170,Glue,0
170,Keyboard,0
170,King Crab,0
170,Milk,0
170,Mouse,0
170,Nails,0
170,Noodles,0
170,Paint,0
170,Phone Charger,0
170,Power Cord,0
170,Shrimp,0
170,Steak,0
170,Tape,0
171,Bracket,0
171,Brush,0
171,Cereal,0
171,Ear Buds,0
171,Eggs,0
171,Glue,0
171,Keyboard,0
171,King Crab,0
171,Milk,0
171,Mouse,0
171,Nails,0
171,Noodles,0
171,Paint,0
171,Phone Charger,3
171,Power Cord,0
171,Shrimp,0
171,Steak,0
171,Tape,0
172,Bracket,0
172,Brush,0
172,Cereal,0
172,Ear Buds,0
172,Eggs,0
172,Glue,0
172,Keyboard,0
172,King Crab,0
172,Milk,6
172,Mouse,0
172,Nails,0
172,Noodles,0
172,Paint,0
172,Phone Charger,0
172,Power Cord,0
172,Shrimp,0
172,Steak,0
172,Tape,0
173,Bracket,0
173,Brush,0
173,Cereal,0
173,Ear Buds,3
173,Eggs,0
173,Glue,0
173,Keyboard,0
173,King Crab,0
173,Milk,0
173,Mouse,0
173,Nails,0
